company,title,sector,location,career,education,category
(주)나인닷츠컨설팅,AI Agent Engineer (M365 &amp; Automation) 모집,기술지원데이터분석가데이터엔지니어보안컨설팅유지보수 외,서울 마포구 외,경력 3년↑ · 정규직,"대학(2,3년)↑",Data Analysis
(주)웨어러블에이아이,모션 플래닝 엔지니어 (3년 미만),딥러닝머신러닝자율주행AI(인공지능),서울 영등포구,7 ~ 10년 · 정규직,대학교(4년)↑,Deep Learning
(주)에스앤케이인스티튜트,"[C, JAVA] 암호화 솔루션 개발자",데이터분석가백엔드/서버개발웹개발프론트엔드머신러닝 외,서울 서초구,경력 2년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)아이벡스,Industrial AI Vision PM (DL),데이터분석가데이터엔지니어AI(인공지능)데이터분석,서울 서초구,2 ~ 7년 · 계약직,대학교(4년)↑,Data Analysis
주식회사 콜라플럭스,알고리즘 개발리더 채용 공고,데이터엔지니어데이터마이닝알고리즘데이터 사이언티스트,서울 서초구,경력 3년↑ · 정규직,석사↑,Data Engineer
(주)넥스인테크놀로지,AI Core Engineer - RAG &amp; LLM,딥러닝머신러닝챗봇NLP(자연어처리)AI(인공지능),서울 중구,신입 · 경력 · 정규직,학력무관,Deep Learning
(주)에이아이플로우,[R&amp;D] Android/BLE 의료기기 SW 개발 (iOS 개발 경험 우대),데이터분석가데이터엔지니어앱개발클라우드API 외,서울 금천구 외,경력 8년↑ · 정규직,"대학(2,3년)↑",Data Analysis
(주)아이엘로보틱스,[아이엘로보틱스] 데이터플랫폼 엔지니어 채용,데이터분석가데이터엔지니어GitPythonSQL,서울 송파구,경력무관 · 정규직,대학교(4년)↑,Data Analysis
(주)뉴데이소프트,"[신입,경력] AI Agent / LLM Engineer 엔지니어 모집(정규직)",기술지원데이터엔지니어유지보수정보보안SE(시스템엔지니어) 외,서울 금천구,신입 · 경력 · 정규직,학력무관,Data Engineer
(주)뉴데이소프트,"[신입,경력] AI Workflow Builder/Platform Engineer 모집",기술지원데이터엔지니어유지보수정보보안SE(시스템엔지니어) 외,서울 금천구,신입 · 경력 · 정규직,학력무관,Data Engineer
(주)뉴데이소프트,"[신입,경력] 솔루션 기술지원 엔지니어 모집(정규직)",기술지원데이터엔지니어유지보수정보보안SE(시스템엔지니어) 외,서울 금천구,신입 · 경력 · 정규직,학력무관,Data Engineer
[인턴] Backend Engineer,[인턴] Backend Engineer,데이터분석가데이터엔지니어백엔드/서버개발SE(시스템엔지니어)API,서울 마포구,신입 · 경력 · 정규직 외,학력무관,Data Analysis
(주)디피플래닝,디피플래닝 AI 서비스 개발자 (팀장급) 모집,퍼블리셔딥러닝머신러닝APIAI(인공지능) 외,서울 구로구,경력무관 · 정규직 외,학력무관,Deep Learning
넛지헬스케어(주),[캐시워크] 풀스택개발 병역특례 대상자 모집,데이터분석가데이터엔지니어백엔드/서버개발앱개발웹개발 외,서울 강남구,경력무관 · 병역특례,고졸↑,Data Analysis
넛지헬스케어(주),[캐시워크] 백엔드개발 병역특례 대상자 모집,데이터분석가데이터엔지니어백엔드/서버개발앱개발웹개발 외,서울 강남구,경력무관 · 병역특례,고졸↑,Data Analysis
넛지헬스케어(주),[캐시워크] 데이터분석 담당 병역특례 대상자 모집,기술지원데이터분석가데이터엔지니어백엔드/서버개발웹개발 외,서울 강남구,경력무관 · 병역특례,고졸↑,Data Analysis
엔카닷컴(주),Data Analyst (3년 이상),데이터분석가데이터엔지니어QA/테스터데이터분석KPI관리,서울 중구,3 ~ 10년 · 정규직,학력무관,Data Analysis
(주)아시아경제,아시아경제교육센터 [자율주행/피지컬AI/로봇SW] 분야 강사 구인,딥러닝머신러닝빅데이터영상처리임베디드 외,서울 중구,3 ~ 17년 · 프리랜서,석사↑,Deep Learning
(주)비전스페이스,[경력] 언리얼 엔진 개발자 (제조업 AI 시뮬레이션 개발),게임개발앱개발웹개발머신러닝미들웨어 외,서울 강남구,경력 3년↑ · 정규직,대학교(4년)↑,Machine Learning
(주)비전스페이스,[정규직CTO] Physical AI 로봇 시뮬레이션 기술총괄 (경력10년+),게임개발앱개발웹개발머신러닝미들웨어 외,서울 강남구,경력 10년↑ · 정규직,대학교(4년)↑,Machine Learning
(주)비전스페이스,[정규직] 언리얼엔진 기반 3D 모델러/TA/개발 (경력),게임개발앱개발웹개발머신러닝미들웨어 외,서울 강남구,경력 3년↑ · 정규직,대학교(4년)↑,Machine Learning
에프피티소프트웨어코리아(주),[글로벌 외국계 / FPT Korea] AI Consultant,IT컨설팅SI개발ICT컨설팅딥러닝머신러닝 외,서울 영등포구,경력 10년↑ · 계약직,학력무관,Deep Learning
매드업,[제품 본부] 데이터 오퍼레이션 매니저 - 3년 이상 채용,데이터분석가데이터엔지니어QA/테스터데이터라벨링Python 외,서울 강남구,경력 3년↑ · 정규직,대학교(4년)↑,Data Analysis
토스뱅크(주),AI Product Team Leader,기술지원데이터엔지니어AI(인공지능)데이터 사이언티스트,서울 강남구,경력무관 · 정규직,학력무관,Data Engineer
국제백신연구소,[국제백신연구소] Associate Researcher (DSI/Data Management),데이터분석가데이터 사이언티스트,서울 관악구,경력 3년↑ · 정규직,석사↑,Data Analysis
(주)이바이오젠,[경력] NGS 바이오인포메틱스(생물정보) 연구원 채용,데이터분석가데이터마이닝데이터시각화연구원R&D 외,서울 성동구,2 ~ 8년 · 정규직,석사↑,Data Analysis
(주)나인닷츠컨설팅,AI Agent Engineer (M365 &amp; Automation) 모집,기술지원데이터분석가데이터엔지니어보안컨설팅유지보수 외,서울 마포구,경력 3년↑ · 정규직,"대학(2,3년)↑",Data Analysis
(주)나인닷츠컨설팅,Microsoft 365 서비스 개발 및 시스템 운영 전문가 채용,기술지원데이터분석가데이터엔지니어보안컨설팅유지보수 외,서울 마포구,경력 3년↑ · 정규직,"대학(2,3년)↑",Data Analysis
(주)도로시,[(주)도로시] Python(파이썬) 개발자(중급),기술지원데이터엔지니어딥러닝빅데이터컴퓨터비전 외,서울 금천구,3 ~ 10년 · 정규직,대학교(4년)↑,Data Engineer
메가스터디교육(주),고등 온라인 입시 데이터 분석 채용,데이터분석가데이터시각화빅데이터PythonSQL 외,서울전체 외,경력무관 · 정규직,학력무관,Data Analysis
티아이 이미지 피티이 엘티디,임상시험 Data Manager,데이터라벨링데이터마이닝데이터시각화딥러닝머신러닝 외,서울 송파구,5 ~ 10년 · 정규직,대학교(4년)↑,Deep Learning
(주)엘지에너지솔루션,하반기(9월) 신입사원 수시채용 (CTO-진단기술개발),기술지원데이터분석가데이터엔지니어모델링Matlab,대전 유성구,신입 · 정규직,석사↑,Data Analysis
(주)엘지에너지솔루션,2026년 하반기(9월) 신입사원 수시채용(제조지능화(원격)),데이터분석가데이터엔지니어네트워크Python,충북 청주시 흥덕구,신입 · 정규직,대학교(4년)↑,Data Analysis
(주)엘지에너지솔루션,하반기(9월) 신입사원 수시채용 (CTO-구조 시뮬레이션),딥러닝머신러닝모델링빅데이터,대전 유성구,신입 · 정규직,석사↑,Deep Learning
(주)엘지에너지솔루션,신입사원 수시채용(생산기술혁신센터-검사기술(원통형)),데이터분석가딥러닝AI(인공지능)데이터분석비파괴검사원 외,충북 청주시 흥덕구,신입 · 정규직,대학교(4년)↑,Data Analysis
(주)엘지에너지솔루션,하반기(9월) 신입사원 수시채용 (CTO-열유동 시뮬레이션(전지)),딥러닝머신러닝열처리열해석열교환기,대전 유성구,신입 · 정규직,석사↑,Deep Learning
(주)엘지에너지솔루션,하반기(9월) 신입사원 수시채용 (CTO-소재개발AX),데이터분석가데이터엔지니어AI(인공지능)R&DR&D기획,경기 과천시 외,신입 · 정규직,대학교(4년)↑,Data Analysis
(주)엘지에너지솔루션,하반기(9월) 신입사원 수시채용 (CTO-열유동 시뮬레이션(안전성),딥러닝머신러닝빅데이터,경기 과천시,신입 · 정규직,석사↑,Deep Learning
(주)뷰런테크놀로지,Edge AI 최적화 엔지니어(모빌리티),딥러닝머신러닝모델링알고리즘임베디드 외,서울 서초구 외,1 ~ 10년 · 정규직,대학교(4년)↑,Deep Learning
(주)뷰런테크놀로지,SLAM 엔지니어(모빌리티),딥러닝머신러닝알고리즘자율주행S/W 외,서울 서초구 외,1 ~ 10년 · 정규직,대학교(4년)↑,Deep Learning
(주)마녀공장,[전략추진팀] 전략기획 인턴,데이터분석가데이터엔지니어API데이터분석,서울 강남구,경력무관 · 인턴직,학력무관,Data Analysis
(주)뷰런테크놀로지,Perception 엔지니어(모빌리티),딥러닝머신러닝알고리즘임베디드자율주행 외,서울 서초구 외,1 ~ 10년 · 정규직,석사↑,Deep Learning
(주)파이디지털헬스케어,의료 AI 서비스 개발(AI 파트) 담당자 채용,데이터분석가데이터마이닝머신러닝빅데이터알고리즘 외,서울 서대문구,경력 2년↑ · 정규직 외,대학교(4년)↑,Data Analysis
(주)루커스,[AI Engineer] LLM·RAG 기반 AI Agent 책임급 채용,딥러닝머신러닝모델링빅데이터알고리즘 외,서울 서초구,5 ~ 10년 · 정규직,"대학(2,3년)↑",Deep Learning
토요타파이낸셜서비스코리아(주),[외국계 금융] 금융부분 IT개발 및 운영 (정규직),기술지원데이터분석가데이터엔지니어보안컨설팅유지보수 외,서울 강남구,경력 5년↑ · 정규직,"대학(2,3년)↑",Data Analysis
(주)블리츠다이나믹스,[현장운영팀] AI Native builder (AX),기술지원데이터분석가데이터엔지니어백엔드/서버개발프론트엔드 외,서울 관악구,경력무관 · 정규직,학력무관,Data Analysis
(주)뷰런테크놀로지,[뷰런] Perception AI Engineer(Mobility)(전문연구요원 가능),딥러닝머신러닝알고리즘자율주행컴퓨터비전,서울 서초구,경력무관 · 정규직,대학교(4년)↑,Deep Learning
(주)메디플렉서스,(주)메디플렉서스에서 리얼월드데이터 메디컬라이터(MW) 채용,데이터분석가MW(메디컬라이터)통계/분석헬스케어데이터 사이언티스트,서울 마포구,경력 2년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)씽크풀,(병역특례) AI Agent 엔지니어,데이터분석가머신러닝빅데이터AI(인공지능)C# 외,서울 영등포구,경력무관 · 정규직 외,석사↑,Data Analysis
(주)알체라,인공지능 학습용 데이터 품질 컨설턴트 채용,데이터분석가QA/테스터데이터라벨링데이터시각화스크립트 외,서울 강남구,경력 3년↑ · 계약직,대학교(4년)↑,Data Analysis
(주)타임게이트,타임게이트 AX 솔루션 엔지니어 경력직 채용공고,기술지원데이터엔지니어백엔드/서버개발SI개발머신러닝 외,서울 성동구 외,3 ~ 7년 · 정규직,"대학(2,3년)↑",Data Engineer
(주)뷰런테크놀로지,[뷰런] SLAM Engineer(Mobility)(전문연구요원 가능),딥러닝머신러닝알고리즘자율주행컴퓨터비전,서울 서초구,경력무관 · 정규직,대학교(4년)↑,Deep Learning
(주)메디플렉서스,(주)메디플렉서스에서 리얼월드데이터(RWD/RWE) 연구원을 찾고 있어요,데이터분석가MW(메디컬라이터)통계/분석헬스케어데이터 사이언티스트,서울 마포구,경력 2년↑ · 정규직,학력무관,Data Analysis
와이케이기획(주),[YK기획] 개발자 채용 (Software Engineer),데이터분석가데이터엔지니어백엔드/서버개발앱개발웹개발 외,서울 강남구,3 ~ 15년 · 정규직,대학교(4년)↑,Data Analysis
(주)퍼즐에이아이,퍼즐에이아이 G/W 운영 지원 및 개발자 계약직 직원 모집,SE(시스템엔지니어)딥러닝음성인식STTTTS 외,서울 서초구,경력 5년↑ · 계약직,고졸↑,Deep Learning
콘센트릭스서비스코리아(유),BI 컨설팅 / 세일즈 전문가,데이터분석가데이터엔지니어IT컨설팅ICT컨설팅데이터라벨링 외,서울 강남구,경력 10년↑ · 정규직,학력무관,Data Analysis
서울평가정보(주),[경력] 개인신용정보 데이터사업팀 팀장 채용,데이터분석가모델링PythonRSAS 외,서울 영등포구,경력 8년↑ · 정규직,대학교(4년)↑,Data Analysis
기아(주),기아 글로벌 채용전환형 인턴십 - 제조 로봇 데이터 엔지니어링,데이터분석가데이터엔지니어모델링로봇엔지니어로봇설계,경기 성남시 분당구,경력무관 · 인턴직,대학교(4년)↑,Data Analysis
(주)세온이앤에스,S/W 테스트엔지니어 신입,기술지원데이터분석가데이터엔지니어앱개발SE(시스템엔지니어) 외,서울전체 외,신입 · 경력 · 정규직,대학교(4년)↑,Data Analysis
(주)세온이앤에스,임베디드S/W 개발엔지니어,기술지원데이터분석가데이터엔지니어앱개발SE(시스템엔지니어) 외,서울전체 외,신입 · 경력 · 정규직,대학교(4년)↑,Data Analysis
(주)루모스,AI / ML 엔지니어,딥러닝머신러닝AI(인공지능)Pytorch,서울 마포구 외,2 ~ 5년 · 정규직,대학교(4년)↑,Deep Learning
(주)세온이앤에스,ASPICE/기능안전엔지니어 신입,기술지원데이터분석가데이터엔지니어앱개발SE(시스템엔지니어) 외,서울전체 외,신입 · 정규직,대학교(4년)↑,Data Analysis
(주)세온이앤에스,ASPICE/기능안전엔지니어 경력,기술지원데이터분석가데이터엔지니어앱개발SE(시스템엔지니어) 외,서울전체 외,경력 · 정규직,대학교(4년)↑,Data Analysis
(주)세온이앤에스,S/W 테스트엔지니어 경력,기술지원데이터분석가데이터엔지니어앱개발SE(시스템엔지니어) 외,서울전체 외,경력 · 정규직,대학교(4년)↑,Data Analysis
(사)함께만드는세상,(사)함께만드는세상 금융OS·IT 시스템 전환 리드 채용,데이터분석가데이터엔지니어백엔드/서버개발유지보수DBA 외,서울 종로구,경력 5년↑ · 계약직,학력무관,Data Analysis
피아스페이스(주),[피아스페이스] AI Backend Engineer,딥러닝머신러닝영상처리이미지프로세싱임베디드 외,서울 서초구,경력 1년↑ · 정규직,학력무관,Deep Learning
(주)시큐다임,2026년 네트워크 보안 솔루션 AI  개발 경력자 모집(0명),정보보안네트워크데이터라벨링데이터마이닝데이터시각화 외,서울 강남구,5 ~ 15년 · 정규직,학력무관,Other
(주)인터로이드,"AI engineer(Agentic 모델, LLM, Voice agentic 등) 채용",데이터분석가데이터엔지니어챗봇DockerKubernetes 외,서울 강남구,경력 2년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)한울솔루션,[경력직] 시스템 엔지니어 채용 공고(리눅스),기술지원데이터엔지니어백엔드/서버개발유지보수정보보안 외,서울 구로구,경력(년수무관) · 정규직,"대학(2,3년)↑",Data Engineer
[경력] AI Agent 엔지니어 채용 공고,[경력] AI Agent 엔지니어 채용 공고,데이터분석가데이터엔지니어AI(인공지능),서울 영등포구,경력 7년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)엔디소프트,서버개발자 채용(경력),백엔드/서버개발앱개발웹개발프론트엔드QA/테스터 외,서울 강남구,경력무관 · 정규직,학력무관,Other
(주)우리기술,우리기술 원전 계측제어 Hardware 개발자 경력 채용 모집,데이터분석가데이터엔지니어네트워크임베디드클라우드 외,서울 마포구,경력 5년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)샌드박스네트워크,[Product Labs] 데이터 엔지니어(경력),데이터분석가데이터엔지니어데이터분석,서울 용산구,3 ~ 8년 · 정규직,학력무관,Data Analysis
(주)글로벌비전,AI 개발자. 바이브코딩. 오픈클로 실무 경험자 채용합니다.,게임개발데이터엔지니어백엔드/서버개발앱개발웹개발 외,서울 강서구,신입 · 경력 · 정규직,"대학(2,3년)↑",Data Engineer
(주)에스앤케이인스티튜트,"차세대 정보보안솔루션 경력개발자(JAVA, C)",데이터분석가백엔드/서버개발웹개발프론트엔드네트워크 외,서울 서초구,경력 5년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)투피트,[주식회사 투피트] 지식 엔지니어 (Ontology · Graph DB · AI),데이터분석가데이터엔지니어정보보안데이터라벨링데이터마이닝 외,서울 관악구,경력 3년↑ · 정규직 외,대학교(4년)↑,Data Analysis
(주)한국지에스티,(주)한국지에스티 DW(OZ·DataStage) 개발 및 운영 경력 채용,데이터엔지니어DBA데이터 사이언티스트,서울 광진구,10 ~ 20년 · 정규직,"대학(2,3년)↑",Data Engineer
(주)디비투이,"[디비투이] 신입,경력 (웹개발자,DBA/DBE) 채용",데이터분석가DBA데이터마이닝데이터시각화데이터 사이언티스트,서울 서초구,신입 · 경력 · 정규직,"대학(2,3년)↑",Data Analysis
한화생명보험(주),2026 한화금융 신입공채 (AI/데이터),데이터분석가데이터엔지니어모델링AI(인공지능),서울 영등포구,신입 · 정규직,학력무관,Data Analysis
(주)스타마타,R&amp;D 부문 경력사원 채용,딥러닝머신러닝임베디드AR(증강현실)VR(가상현실) 외,서울 강남구,1 ~ 5년 · 정규직,대학교(4년)↑,Deep Learning
(주)스타마타,R&amp;D 부문 신입사원 채용,딥러닝머신러닝임베디드AR(증강현실)VR(가상현실) 외,서울 강남구,신입 · 정규직,대학교(4년)↑,Deep Learning
(주)로브로스,AI Research Scientist - Spatial AI,딥러닝머신러닝임베디드AI(인공지능)C++ 외,서울 성동구 외,신입 · 경력 · 정규직,석사↑,Deep Learning
(주)리얼데이터,(주)리얼데이터 데이터 분석 컨설턴트 상시 채용 / 신입·경력,데이터분석가데이터분석데이터 사이언티스트,서울 금천구,신입 · 경력 · 정규직,대학교(4년)↑,Data Analysis
(주)메디웨일,Software engineer - AI-SaMD 팀,데이터분석가데이터엔지니어백엔드/서버개발SE(시스템엔지니어)데이터마이닝 외,서울 강남구 외,경력 · 정규직,대학교(4년)↑,Data Analysis
(주)디라이트파트너,[디라이트파트너] 툴 모니터링 기술지원 정규직 채용,기술지원데이터분석가데이터엔지니어유지보수,서울 금천구,경력 1년↑ · 정규직,"대학(2,3년)↑",Data Analysis
(주)퍼즐에이아이,(주)퍼즐에이아이 AI Agent 개발자 모집,SE(시스템엔지니어)딥러닝음성인식STTTTS 외,서울 서초구,경력 3년↑ · 정규직,대학교(4년)↑,Deep Learning
(주)퍼즐에이아이,(주)퍼즐에이아이 시스템 엔지니어(SE) 모집,SE(시스템엔지니어)딥러닝음성인식STTTTS 외,서울 서초구,경력 1년↑ · 정규직,고졸↑,Deep Learning
엠클라우드브리지(주),AI Agent / ML Engineer 설계/개발 (경력),백엔드/서버개발앱개발프론트엔드SI개발딥러닝 외,서울 강남구,경력 2년↑ · 정규직,대학교(4년)↑,Deep Learning
(주)마키나락스,2026년 마키나락스 신입/경력 채용,백엔드/서버개발정보보안머신러닝인프라AI(인공지능) 외,서울 서초구,경력무관 · 정규직 외,학력무관,Machine Learning
(주)포트녹스,보안 솔루션 필드 엔지니어 경력직 채용 [경력],기술지원유지보수정보보안SE(시스템엔지니어)네트워크 외,서울 광진구,3 ~ 9년 · 정규직,"대학(2,3년)↑",Other
(주)신화시스템,신화시스템 2026년 하반기 사업부 기술지원팀 모집,기술지원데이터분석가데이터엔지니어보안컨설팅유지보수 외,서울 금천구,신입 · 정규직,"대학(2,3년)↑",Data Analysis
(주)로브로스,Humanoid Whole-Body Control RL(인턴),데이터분석가데이터엔지니어SE(시스템엔지니어)알고리즘AI(인공지능) 외,서울 성동구 외,신입 · 경력 · 계약직,대학교(4년)↑,Data Analysis
(주)로브로스,Humanoid Whole-Body Control RL,데이터분석가데이터엔지니어SE(시스템엔지니어)알고리즘AI(인공지능) 외,서울 성동구 외,신입 · 경력 · 정규직,대학교(4년)↑,Data Analysis
팔레트(주),Senior AI Agent Builder,기술지원데이터분석가데이터엔지니어백엔드/서버개발빅데이터 외,서울 강남구 외,8 ~ 13년 · 정규직,대학교(4년)↑,Data Analysis
(주)넥스트미디어그룹,[넥스트미디어그룹] AI엔지니어 &amp; 업무자동화 개발 담당자 채용,데이터분석가데이터엔지니어APIAI(인공지능)Java 외,서울 강남구,경력무관 · 정규직,학력무관,Data Analysis
[NICE 지니데이타] 신용평가/리스크 모델 개발 인력 채용,[NICE 지니데이타] 신용평가/리스크 모델 개발 인력 채용,데이터분석가머신러닝모델링PythonR 외,서울 영등포구,경력 3년↑ · 계약직,대학교(4년)↑,Data Analysis
(주)플래티어,(주)플래티어 AI CX사업부문 직군별 경력직 채용,데이터분석가데이터엔지니어DevOpsAI(인공지능)기술영업 외,서울 송파구,2 ~ 10년 · 정규직,학력무관,Data Analysis
(주)엠제이코리아,을지로3가/영어사용/주5일/신입초보/네트워크/IT케이블/엔지니어,기술지원데이터분석가데이터엔지니어유지보수네트워크 외,서울전체 외,경력무관 · 파견직,고졸↑,Data Analysis
(주)이지서티,"[이지서티]솔루션 유지보수 개발자 경력(JAVA, C 등)",데이터분석가백엔드/서버개발웹개발프론트엔드머신러닝 외,서울 서초구,경력 3년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)플래티어,[AI CX사업부문] 데이터 분석가,데이터분석가데이터 사이언티스트,서울 송파구,3 ~ 20년 · 정규직,대학교(4년)↑,Data Analysis
(주)퀀텀에이아이,[AI SaaS 기업] 인공지능 R&amp;D 연구원 모집,딥러닝머신러닝신경망알고리즘음성인식 외,서울 중구,경력 2년↑ · 정규직,대학교(4년)↑,Deep Learning
켐아이넷(주),화학물질 위해성평가 데이터 관리 및 시스템 개발 지원 연구자,데이터분석가데이터엔지니어데이터마이닝연구원R&D 외,서울 양천구,신입 · 경력 · 정규직,석사↑,Data Analysis
(주)인티그리트,[AI 클라우드 SW] 백엔드/프론트엔드/앱 개발자 채용,딥러닝머신러닝솔루션임베디드자율주행 외,서울 강남구 외,경력(년수무관) · 정규직,학력무관,Deep Learning
(주)로브로스,로봇 AI 데이터 수집&amp;검수 인턴,데이터분석가데이터엔지니어유지보수SE(시스템엔지니어)H/W 외,서울 성동구 외,신입 · 경력 · 계약직,고졸↑,Data Analysis
(주)덴컴,[덴컴] AI 에이전트 엔지니어 경력직 모집,딥러닝머신러닝영상처리컴퓨터비전API 외,서울 강남구,경력 3년↑ · 정규직,대학교(4년)↑,Deep Learning
(주)디윅스,(주)디윅스 제품개발자 경력 채용 (5년이상),백엔드/서버개발검색엔진딥러닝머신러닝모델링 외,서울 강남구,경력 5년↑ · 정규직,학력무관,Deep Learning
(주)디윅스,(주)디윅스 백엔드 개발자 경력 채용(5년이상),백엔드/서버개발검색엔진딥러닝머신러닝모델링 외,서울 강남구,경력 5년↑ · 정규직,학력무관,Deep Learning
휴먼AI교육센터_국비지원교육,LLM·SLM·VLM 모델 튜닝 경험 있는  강사를 찾고 있어요,딥러닝머신러닝빅데이터,서울 영등포구,경력 3년↑ · 프리랜서,"대학(2,3년)↑",Deep Learning
(주)프레이저테라퓨틱스,(주)프레이저테라퓨틱스 AI 자동화 및 에이전트 개발자,기술지원정보보안SE(시스템엔지니어)검색엔진딥러닝 외,서울 송파구,경력무관 · 정규직,대학교(4년)↑,Deep Learning
(주)마크클라우드,마크클라우드 솔루션 백엔드 개발자 채용 (경력),백엔드/서버개발앱개발웹개발검색엔진딥러닝 외,서울 강남구,3 ~ 7년 · 정규직,대학교(4년)↑,Deep Learning
(주)이지서티,[이지서티] 클라우드 솔루션 백엔드 개발자 (경력),데이터분석가백엔드/서버개발웹개발프론트엔드머신러닝 외,서울 서초구,경력 3년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)이지서티,[이지서티] 정보보안 솔루션 마케팅 담당자 (경력),데이터분석가백엔드/서버개발웹개발프론트엔드머신러닝 외,서울 서초구,경력 3년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)알지에이아이엔씨,로봇제어/강화학습 연구·개발자 채용,딥러닝머신러닝솔루션알고리즘자율주행 외,서울 서초구,경력무관 · 정규직,석사↑,Deep Learning
(주)셀키에이아이,AI (LLM RAG) 개발자,딥러닝머신러닝음성인식이미지프로세싱AI(인공지능),서울 서초구 외,3 ~ 10년 · 정규직,대학교(4년)↑,Deep Learning
(주)지텔레마,AI 프로그램 개발자-라이노기반 3D 모델링 자동화,데이터시각화딥러닝머신러닝챗봇API,서울 구로구,경력무관 · 정규직,대학교(4년)↑,Deep Learning
체험(주),운영기획·프로젝트관리 담당자(내부 프로그램 개발 가능자)모집,데이터분석가웹개발JavaJavascriptPython 외,서울전체 외,3 ~ 7년 · 정규직,학력무관,Data Analysis
(주)골든플래닛,데이터 플로우 및 시스템 아키텍처 분석가 채용,데이터분석가데이터엔지니어백엔드/서버개발데이터라벨링데이터마이닝 외,서울 강남구,2 ~ 20년 · 정규직,고졸↑,Data Analysis
(주)골든플래닛,마케팅자동화솔루션 운영 채용,데이터분석가데이터엔지니어마케팅기획마케팅전략모바일마케팅 외,서울 강남구,신입 · 경력 · 정규직,"대학(2,3년)↑",Data Analysis
(주)무늬랩스,Microsoft 365 Copilot 및 Agent 개발 컨설턴트,기술지원데이터분석가데이터엔지니어백엔드/서버개발IT컨설팅 외,서울 송파구,경력 2년↑ · 정규직,"대학(2,3년)↑",Data Analysis
(주)고워드,[고워드] Machine Learning Engineer,데이터엔지니어백엔드/서버개발웹개발SE(시스템엔지니어)알고리즘 외,서울 강남구,신입 · 경력 · 정규직 외,대학교(4년)↑,Data Engineer
(주)고워드,[고워드] Back-End Developer,데이터엔지니어백엔드/서버개발웹개발SE(시스템엔지니어)알고리즘 외,서울 강남구,신입 · 경력 · 정규직 외,대학교(4년)↑,Data Engineer
(주)마리나체인,[마리나체인] AI 엔지니어(Vision) 채용,데이터엔지니어머신러닝AI(인공지능),서울 서초구,경력 3년↑ · 정규직,대학교(4년)↑,Data Engineer
상반기 인공지능(AI)·빅데이터 개발부,상반기 인공지능(AI)·빅데이터 개발부,데이터분석가데이터라벨링데이터마이닝데이터시각화머신러닝 외,서울 마포구,경력무관 · 정규직,대학교(4년)↑,Data Analysis
(주)이콜트리,아웃시스템즈(Outsystems)  개발자 (경력자) 모집,백엔드/서버개발프론트엔드데이터시각화딥러닝머신러닝 외,서울 강남구,경력 3년↑ · 정규직 외,대학교(4년)↑,Deep Learning
(주)나인닷츠컨설팅,[9 Dots Consulting] ERP 물류 컨설턴트 유경험자 모집,기술지원데이터분석가데이터엔지니어보안컨설팅유지보수 외,서울 마포구,경력 3년↑ · 정규직,"대학(2,3년)↑",Data Analysis
(주)나인닷츠컨설팅,[9 Dots Consulting] ERP 회계 컨설턴트 유경험자 모집,기술지원데이터분석가데이터엔지니어보안컨설팅유지보수 외,서울 마포구,경력 5년↑ · 정규직,"대학(2,3년)↑",Data Analysis
(주)더서비스플랫폼,서비스플랫폼 설계 및 개발 담당자(실무 PM급) 채용공고,데이터분석가데이터엔지니어유지보수IT컨설팅SE(시스템엔지니어) 외,서울 강서구,3 ~ 15년 · 정규직,대학교(4년)↑,Data Analysis
㈜테르텐,영상처리 기반 보안 솔루션 개발자 팀장급 채용,백엔드/서버개발정보보안데이터라벨링데이터마이닝딥러닝 외,서울 구로구,경력 2년↑ · 정규직,대학교(4년)↑,Deep Learning
(주)온택트헬스,Robotics Learning 엔지니어 채용,백엔드/서버개발앱개발딥러닝머신러닝모델링 외,서울 서대문구,경력무관 · 정규직,석사↑,Deep Learning
켐아이넷(주),[정규직] 식품영양 연구원(영양학 전공) 모집,데이터분석가데이터엔지니어데이터마이닝연구원R&D 외,서울 양천구,신입 · 경력 · 정규직,석사↑,Data Analysis
(주)수산아이앤티,[수산그룹]수산INT 개발직군 채용(백엔드/서비스기획/QA엔지니어 등),기술지원데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅 외,서울전체 외,신입 · 경력 · 정규직 외,대학교(4년)↑,Data Analysis
(주)온택트헬스,MLOps 엔지니어 채용,백엔드/서버개발앱개발딥러닝머신러닝모델링 외,서울 서대문구,경력 3년↑ · 정규직,대학교(4년)↑,Deep Learning
(주)테크핀레이팅스,[CB본부] AI 개발자 (경력 3년 이상),딥러닝머신러닝빅데이터아키텍쳐Docker 외,서울 중구 외,경력 3년↑ · 정규직,대학교(4년)↑,Deep Learning
이지케어텍(주),[의료IT 1위 이지케어텍] 연구소 MLOps Engineer 채용,딥러닝머신러닝클라우드S/WAI(인공지능) 외,서울 중구,2 ~ 15년 · 정규직 외,대학교(4년)↑,Deep Learning
